account_id,account_name,region,country,industry,account_tier,employee_size,estimated_annual_revenue,account_status,contract_start_date,contract_end_date,use_case,sales_rep_name,sales_manager_name
ACC-000505,Vertex Associates,EMEA,United Kingdom,Transportation & Logistics,Enterprise,7500,280000000,Active,2021-05-20,2023-10-07,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000505,Vertex Associates,EMEA,United Kingdom,Transportation & Logistics,Enterprise,7500,280000000,Active,2021-05-20,2023-10-07,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000505,Vertex Associates,EMEA,United Kingdom,Transportation & Logistics,Enterprise,7500,280000000,Active,2021-05-20,2023-10-07,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000506,Apex Consulting,APJ,Singapore,Real Estate,Enterprise,8000,216000000,Active,2021-05-21,2023-10-09,Real-time Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000507,Matrix Services,AMER,United States,Insurance,Enterprise,8500,170000000,Active,2021-05-22,2023-10-11,Data Engineering,Emery Young,David Thompson
ACC-000508,Quantum Solutions,APJ,Singapore,Automotive,Enterprise,9000,228000000,Active,2021-05-23,2023-10-13,Customer 360,Iris Stewart,Priya Sharma
ACC-000509,Synergy Analytics,AMER,United States,Professional Services,Enterprise,9500,190000000,Active,2021-05-24,2023-10-15,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000509,Synergy Analytics,AMER,United States,Professional Services,Enterprise,9500,190000000,Active,2021-05-24,2023-10-15,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000510,Catalyst Intelligence,AMER,United States,Financial Services,Enterprise,10000,200000000,Active,2021-05-25,2023-10-17,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000510,Catalyst Intelligence,AMER,United States,Financial Services,Enterprise,10000,200000000,Active,2021-05-25,2023-10-17,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000511,Pinnacle Partners,AMER,United States,Healthcare & Life Sciences,Enterprise,10500,210000000,Active,2021-05-26,2023-10-19,Marketing Analytics,Skyler Hall,David Thompson
ACC-000511,Pinnacle Partners,AMER,United States,Healthcare & Life Sciences,Enterprise,10500,210000000,Active,2021-05-26,2023-10-19,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000511,Pinnacle Partners,AMER,United States,Healthcare & Life Sciences,Enterprise,10500,210000000,Active,2021-05-26,2023-10-19,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000511,Pinnacle Partners,AMER,United States,Healthcare & Life Sciences,Enterprise,10500,210000000,Active,2021-05-26,2023-10-19,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000512,Zenith Associates,AMER,United States,Technology,Enterprise,11000,220000000,Active,2021-05-27,2023-10-21,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000512,Zenith Associates,AMER,United States,Technology,Enterprise,11000,220000000,Active,2021-05-27,2023-10-21,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000513,Vortex Consulting,APJ,Singapore,Retail & E-commerce,Enterprise,11500,78000000,Active,2021-05-28,2023-10-23,Risk & Compliance,Kai Campbell,Hiroshi Tanaka
ACC-000517,Vertex Intelligence,APJ,Japan,Energy & Utilities,Mid-Market,1200,23000000,Active,2021-06-01,2023-10-31,Machine Learning & AI,Neo Parker,Hiroshi Tanaka
ACC-000518,Apex Partners,EMEA,Sweden,Government & Public Sector,Mid-Market,1300,35000000,Active,2021-06-02,2023-11-02,Real-time Analytics,Rain Carter,James Mueller
ACC-000518,Apex Partners,EMEA,Sweden,Government & Public Sector,Mid-Market,1300,35000000,Active,2021-06-02,2023-11-02,Real-time Analytics,River Scott,Lisa Wang
ACC-000518,Apex Partners,EMEA,Sweden,Government & Public Sector,Mid-Market,1300,35000000,Active,2021-06-02,2023-11-02,Real-time Analytics,Rowan King,Lisa Wang
ACC-000520,Global Solutions,EMEA,France,Transportation & Logistics,Mid-Market,1500,38000000,New,2021-06-04,2023-11-06,Customer 360,Phoenix Wright,Lisa Wang
ACC-000522,Catalyst Solutions,APJ,Japan,Insurance,Mid-Market,1700,8000000,At Risk,2021-06-06,2023-11-10,Financial Analytics,Iris Stewart,Priya Sharma
ACC-000524,Zenith Intelligence,APJ,Australia,Professional Services,Mid-Market,1900,10000000,Active,2021-06-08,2023-11-14,Supply Chain Analytics,Neo Parker,Hiroshi Tanaka
ACC-000525,Vortex Partners,AMER,United States,Financial Services,Mid-Market,2000,40000000,Active,2021-06-09,2023-11-16,Risk & Compliance,Emery Young,David Thompson
ACC-000526,Phoenix Associates,AMER,United States,Healthcare & Life Sciences,Mid-Market,2100,42000000,Active,2021-06-10,2023-11-18,Operational Analytics,Drew Garcia,Michael Chen
ACC-000527,Titan Consulting,AMER,Canada,Technology,Mid-Market,2200,44000000,Active,2021-06-11,2023-11-20,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000527,Titan Consulting,AMER,Canada,Technology,Mid-Market,2200,44000000,Active,2021-06-11,2023-11-20,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000529,Vertex Solutions,APJ,Australia,Manufacturing,Mid-Market,2400,15000000,Active,2021-06-13,2023-11-24,Machine Learning & AI,Iris Stewart,Priya Sharma
ACC-000530,Apex Analytics,APJ,South Korea,Media & Entertainment,Mid-Market,2500,16000000,Active,2021-06-14,2023-11-26,Real-time Analytics,Atlas Edwards,Priya Sharma
ACC-000530,Apex Analytics,APJ,South Korea,Media & Entertainment,Mid-Market,2500,16000000,Active,2021-06-14,2023-11-26,Real-time Analytics,Orion Evans,Hiroshi Tanaka
ACC-000531,Matrix Intelligence,AMER,Canada,Telecommunications,Mid-Market,2600,52000000,Active,2021-06-15,2023-11-28,Data Engineering,Quinn Anderson,Michael Chen
ACC-000532,Quantum Partners,EMEA,Spain,Energy & Utilities,Mid-Market,2700,18500000,Active,2021-06-16,2023-11-30,Customer 360,Phoenix Wright,Lisa Wang
ACC-000536,Zenith Solutions,EMEA,Spain,Real Estate,Mid-Market,3100,24500000,Active,2021-06-20,2023-12-08,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000538,Phoenix Intelligence,APJ,Japan,Automotive,Mid-Market,3300,24000000,Active,2021-06-22,2023-12-12,Operational Analytics,Neo Parker,Hiroshi Tanaka
ACC-000540,Global Industries,AMER,United States,Financial Services,Mid-Market,500,10000000,New,2021-06-24,2023-12-16,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000542,Apex Services,EMEA,Netherlands,Technology,Mid-Market,700,33500000,At Risk,2021-06-26,2023-12-20,Real-time Analytics,Rain Carter,James Mueller
ACC-000542,Apex Services,EMEA,Netherlands,Technology,Mid-Market,700,33500000,At Risk,2021-06-26,2023-12-20,Real-time Analytics,River Scott,Lisa Wang
ACC-000542,Apex Services,EMEA,Netherlands,Technology,Mid-Market,700,33500000,At Risk,2021-06-26,2023-12-20,Real-time Analytics,Rowan King,Lisa Wang
ACC-000543,Matrix Solutions,APJ,Japan,Retail & E-commerce,Mid-Market,800,9000000,Active,2021-06-27,2023-12-22,Data Engineering,Iris Stewart,Priya Sharma
ACC-000544,Quantum Analytics,LATAM,Chile,Manufacturing,Mid-Market,900,7200000,Active,2021-06-28,2023-12-24,Customer 360,Vale Sanchez,Carlos Silva
ACC-000545,Synergy Intelligence,EMEA,Netherlands,Media & Entertainment,Mid-Market,1000,38000000,Active,2021-06-29,2023-12-26,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000545,Synergy Intelligence,EMEA,Netherlands,Media & Entertainment,Mid-Market,1000,38000000,Active,2021-06-29,2023-12-26,IoT Analytics,Ocean Baker,James Mueller
ACC-000546,Catalyst Partners,AMER,United States,Telecommunications,SMB,200,2200000,Active,2021-06-30,2023-12-28,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000546,Catalyst Partners,AMER,United States,Telecommunications,SMB,200,2200000,Active,2021-06-30,2023-12-28,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000547,Pinnacle Associates,AMER,United States,Energy & Utilities,SMB,225,2400000,Active,2021-07-01,2023-12-30,Marketing Analytics,Skyler Hall,David Thompson
ACC-000547,Pinnacle Associates,AMER,United States,Energy & Utilities,SMB,225,2400000,Active,2021-07-01,2023-12-30,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000547,Pinnacle Associates,AMER,United States,Energy & Utilities,SMB,225,2400000,Active,2021-07-01,2023-12-30,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000547,Pinnacle Associates,AMER,United States,Energy & Utilities,SMB,225,2400000,Active,2021-07-01,2023-12-30,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000548,Zenith Consulting,AMER,Mexico,Government & Public Sector,SMB,250,2600000,Active,2021-07-02,2024-01-01,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000548,Zenith Consulting,AMER,Mexico,Government & Public Sector,SMB,250,2600000,Active,2021-07-02,2024-01-01,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000549,Vortex Services,AMER,United States,Education,SMB,275,2800000,Active,2021-07-03,2024-01-03,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000552,Nexus Intelligence,APJ,Australia,Insurance,SMB,350,600000,Active,2021-07-06,2024-01-09,Data Analytics & BI,Neo Parker,Hiroshi Tanaka
ACC-000553,Vertex Partners,AMER,United States,Automotive,SMB,375,3600000,Active,2021-07-07,2024-01-11,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000557,Synergy Solutions,EMEA,Germany,Technology,SMB,475,1100000,Active,2021-07-11,2024-01-19,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000557,Synergy Solutions,EMEA,Germany,Technology,SMB,475,1100000,Active,2021-07-11,2024-01-19,IoT Analytics,Ocean Baker,James Mueller
ACC-000558,Catalyst Analytics,EMEA,France,Retail & E-commerce,SMB,500,1250000,Active,2021-07-12,2024-01-21,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000561,Beta Ltd,AMER,Canada,Telecommunications,SMB,75,1200000,Churned,2021-07-15,2024-01-27,Risk & Compliance,Emery Young,David Thompson
ACC-000563,Titan Services,AMER,United States,Government & Public Sector,SMB,125,1600000,Active,2021-07-17,2024-01-31,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000563,Titan Services,AMER,United States,Government & Public Sector,SMB,125,1600000,Active,2021-07-17,2024-01-31,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000565,Vertex Analytics,EMEA,Sweden,Transportation & Logistics,SMB,175,2300000,Active,2021-07-19,2024-02-04,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000565,Vertex Analytics,EMEA,Sweden,Transportation & Logistics,SMB,175,2300000,Active,2021-07-19,2024-02-04,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000565,Vertex Analytics,EMEA,Sweden,Transportation & Logistics,SMB,175,2300000,Active,2021-07-19,2024-02-04,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000565,Vertex Analytics,EMEA,Sweden,Transportation & Logistics,SMB,175,2300000,Active,2021-07-19,2024-02-04,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000566,Apex Intelligence,EMEA,Sweden,Real Estate,SMB,200,2450000,Active,2021-07-20,2024-02-06,Real-time Analytics,Rain Carter,James Mueller
ACC-000566,Apex Intelligence,EMEA,Sweden,Real Estate,SMB,200,2450000,Active,2021-07-20,2024-02-06,Real-time Analytics,River Scott,Lisa Wang
ACC-000566,Apex Intelligence,EMEA,Sweden,Real Estate,SMB,200,2450000,Active,2021-07-20,2024-02-06,Real-time Analytics,Rowan King,Lisa Wang
ACC-000567,Matrix Partners,AMER,United States,Insurance,SMB,225,2400000,Active,2021-07-21,2024-02-08,Data Engineering,Quinn Anderson,Michael Chen
ACC-000568,Quantum Associates,APJ,Australia,Automotive,SMB,250,1000000,Active,2021-07-22,2024-02-10,Customer 360,Zara Collins,Priya Sharma
ACC-000568,Quantum Associates,APJ,Australia,Automotive,SMB,250,1000000,Active,2021-07-22,2024-02-10,Customer 360,Zen Phillips,Hiroshi Tanaka
ACC-000569,Synergy Consulting,EMEA,United Kingdom,Professional Services,SMB,275,2900000,Active,2021-07-23,2024-02-12,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000569,Synergy Consulting,EMEA,United Kingdom,Professional Services,SMB,275,2900000,Active,2021-07-23,2024-02-12,IoT Analytics,Ocean Baker,James Mueller
ACC-000570,Catalyst Services,EMEA,United Kingdom,Financial Services,SMB,300,800000,Active,2021-07-24,2024-02-14,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000571,Pinnacle Solutions,AMER,Canada,Healthcare & Life Sciences,SMB,325,3200000,Active,2021-07-25,2024-02-16,Marketing Analytics,Morgan Davis,Sarah Johnson
ACC-000574,Phoenix Partners,AMER,United States,Manufacturing,SMB,400,3800000,Active,2021-07-28,2024-02-22,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000576,Nexus Consulting,AMER,Canada,Telecommunications,SMB,450,4200000,Active,2021-07-30,2024-02-26,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000577,Vertex Services,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2021-07-31,2024-02-28,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000577,Vertex Services,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2021-07-31,2024-02-28,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000577,Vertex Services,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2021-07-31,2024-02-28,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000577,Vertex Services,EMEA,Germany,Energy & Utilities,SMB,475,1850000,Active,2021-07-31,2024-02-28,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000578,Apex Solutions,AMER,Mexico,Government & Public Sector,SMB,500,4600000,Active,2021-08-01,2024-03-01,Real-time Analytics,Finley White,Jennifer Rodriguez
ACC-000579,Matrix Analytics,AMER,United States,Education,SMB,525,4800000,Active,2021-08-02,2024-03-03,Data Engineering,Emery Young,David Thompson
ACC-000580,Global Industries,AMER,United States,Transportation & Logistics,SMB,50,1000000,New,2021-08-03,2024-03-05,Customer 360,Drew Garcia,Michael Chen
ACC-000581,Sigma Holdings,AMER,United States,Real Estate,SMB,75,1200000,Churned,2021-08-04,2024-03-07,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000581,Sigma Holdings,AMER,United States,Real Estate,SMB,75,1200000,Churned,2021-08-04,2024-03-07,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000582,Catalyst Associates,AMER,United States,Insurance,SMB,100,1400000,At Risk,2021-08-05,2024-03-09,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000582,Catalyst Associates,AMER,United States,Insurance,SMB,100,1400000,At Risk,2021-08-05,2024-03-09,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000583,Pinnacle Consulting,AMER,United States,Automotive,SMB,125,1600000,Active,2021-08-06,2024-03-11,Marketing Analytics,Skyler Hall,David Thompson
ACC-000583,Pinnacle Consulting,AMER,United States,Automotive,SMB,125,1600000,Active,2021-08-06,2024-03-11,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000583,Pinnacle Consulting,AMER,United States,Automotive,SMB,125,1600000,Active,2021-08-06,2024-03-11,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000583,Pinnacle Consulting,AMER,United States,Automotive,SMB,125,1600000,Active,2021-08-06,2024-03-11,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000584,Zenith Services,AMER,United States,Professional Services,SMB,150,1800000,Active,2021-08-07,2024-03-13,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000584,Zenith Services,AMER,United States,Professional Services,SMB,150,1800000,Active,2021-08-07,2024-03-13,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000585,Vortex Solutions,AMER,United States,Financial Services,SMB,175,2000000,Active,2021-08-08,2024-03-15,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000586,Phoenix Analytics,AMER,Canada,Healthcare & Life Sciences,SMB,200,2200000,Active,2021-08-09,2024-03-17,Operational Analytics,Parker Allen,David Thompson
ACC-000589,Vertex Associates,AMER,United States,Manufacturing,SMB,275,2800000,Active,2021-08-12,2024-03-23,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000592,Quantum Solutions,AMER,United States,Energy & Utilities,SMB,350,3400000,Active,2021-08-15,2024-03-29,Customer 360,Jordan Kim,Sarah Johnson
ACC-000593,Synergy Analytics,APJ,Australia,Government & Public Sector,SMB,375,1100000,Active,2021-08-16,2024-03-31,IoT Analytics,Atlas Edwards,Priya Sharma
ACC-000593,Synergy Analytics,APJ,Australia,Government & Public Sector,SMB,375,1100000,Active,2021-08-16,2024-03-31,IoT Analytics,Orion Evans,Hiroshi Tanaka
ACC-000594,Catalyst Intelligence,APJ,Singapore,Education,SMB,400,1200000,Active,2021-08-17,2024-04-02,Financial Analytics,Neo Parker,Hiroshi Tanaka
ACC-000596,Zenith Associates,AMER,United States,Real Estate,SMB,450,4200000,Active,2021-08-19,2024-04-06,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000597,Vortex Consulting,AMER,Canada,Insurance,SMB,475,4400000,Active,2021-08-20,2024-04-08,Risk & Compliance,Emery Young,David Thompson
ACC-000598,Phoenix Services,AMER,United States,Automotive,SMB,500,4600000,Active,2021-08-21,2024-04-10,Operational Analytics,Drew Garcia,Michael Chen
ACC-000599,Titan Solutions,AMER,United States,Professional Services,SMB,525,4800000,Active,2021-08-22,2024-04-12,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000599,Titan Solutions,AMER,United States,Professional Services,SMB,525,4800000,Active,2021-08-22,2024-04-12,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000600,Global Solutions,AMER,United States,Financial Services,Enterprise,5000,100000000,New,2021-08-23,2024-04-14,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000600,Global Solutions,AMER,United States,Financial Services,Enterprise,5000,100000000,New,2021-08-23,2024-04-14,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000601,Beta Inc,AMER,United States,Healthcare & Life Sciences,Enterprise,5500,110000000,Churned,2021-08-24,2024-04-16,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000601,Beta Inc,AMER,United States,Healthcare & Life Sciences,Enterprise,5500,110000000,Churned,2021-08-24,2024-04-16,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000601,Beta Inc,AMER,United States,Healthcare & Life Sciences,Enterprise,5500,110000000,Churned,2021-08-24,2024-04-16,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000601,Beta Inc,AMER,United States,Healthcare & Life Sciences,Enterprise,5500,110000000,Churned,2021-08-24,2024-04-16,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000602,Apex Partners,EMEA,United Kingdom,Technology,Enterprise,6000,96000000,At Risk,2021-08-25,2024-04-18,Real-time Analytics,Rain Carter,James Mueller
ACC-000602,Apex Partners,EMEA,United Kingdom,Technology,Enterprise,6000,96000000,At Risk,2021-08-25,2024-04-18,Real-time Analytics,River Scott,Lisa Wang
ACC-000602,Apex Partners,EMEA,United Kingdom,Technology,Enterprise,6000,96000000,At Risk,2021-08-25,2024-04-18,Real-time Analytics,Rowan King,Lisa Wang
ACC-000603,Matrix Associates,AMER,United States,Retail & E-commerce,Enterprise,6500,130000000,Active,2021-08-26,2024-04-20,Data Engineering,Quinn Anderson,Michael Chen
ACC-000604,Quantum Consulting,EMEA,Spain,Manufacturing,Enterprise,7000,112000000,Active,2021-08-27,2024-04-22,Customer 360,Phoenix Wright,Lisa Wang
ACC-000607,Pinnacle Analytics,LATAM,Chile,Energy & Utilities,Enterprise,8500,68000000,Active,2021-08-30,2024-04-28,Marketing Analytics,Vale Sanchez,Carlos Silva
ACC-000608,Zenith Intelligence,EMEA,Germany,Government & Public Sector,Enterprise,9000,144000000,Active,2021-08-31,2024-04-30,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000610,Phoenix Associates,AMER,Canada,Transportation & Logistics,Enterprise,10000,200000000,Active,2021-09-02,2024-05-04,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000614,Apex Analytics,EMEA,Spain,Professional Services,Enterprise,12000,192000000,Active,2021-09-06,2024-05-12,Real-time Analytics,Rain Carter,James Mueller
ACC-000614,Apex Analytics,EMEA,Spain,Professional Services,Enterprise,12000,192000000,Active,2021-09-06,2024-05-12,Real-time Analytics,River Scott,Lisa Wang
ACC-000614,Apex Analytics,EMEA,Spain,Professional Services,Enterprise,12000,192000000,Active,2021-09-06,2024-05-12,Real-time Analytics,Rowan King,Lisa Wang
ACC-000615,Matrix Intelligence,AMER,Mexico,Financial Services,Enterprise,12500,250000000,Active,2021-09-07,2024-05-14,Data Engineering,Emery Young,David Thompson
ACC-000616,Quantum Partners,EMEA,France,Healthcare & Life Sciences,Mid-Market,2100,32000000,Active,2021-09-08,2024-05-16,Customer 360,Phoenix Wright,Lisa Wang
ACC-000617,Synergy Associates,AMER,United States,Technology,Mid-Market,2200,44000000,Active,2021-09-09,2024-05-18,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000617,Synergy Associates,AMER,United States,Technology,Mid-Market,2200,44000000,Active,2021-09-09,2024-05-18,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000618,Catalyst Consulting,EMEA,United Kingdom,Retail & E-commerce,Mid-Market,2300,35000000,Active,2021-09-10,2024-05-20,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000619,Pinnacle Services,LATAM,Chile,Manufacturing,Mid-Market,2400,7200000,Active,2021-09-11,2024-05-22,Marketing Analytics,Vale Sanchez,Carlos Silva
ACC-000620,Global Industries,APJ,Australia,Media & Entertainment,Mid-Market,2500,6000000,New,2021-09-12,2024-05-24,Supply Chain Analytics,Iris Stewart,Priya Sharma
ACC-000622,Phoenix Intelligence,AMER,Canada,Energy & Utilities,Mid-Market,2700,54000000,At Risk,2021-09-14,2024-05-28,Operational Analytics,Parker Allen,David Thompson
ACC-000625,Vertex Consulting,EMEA,France,Transportation & Logistics,Mid-Market,3000,8000000,Active,2021-09-17,2024-06-03,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000625,Vertex Consulting,EMEA,France,Transportation & Logistics,Mid-Market,3000,8000000,Active,2021-09-17,2024-06-03,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000625,Vertex Consulting,EMEA,France,Transportation & Logistics,Mid-Market,3000,8000000,Active,2021-09-17,2024-06-03,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000625,Vertex Consulting,EMEA,France,Transportation & Logistics,Mid-Market,3000,8000000,Active,2021-09-17,2024-06-03,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000628,Quantum Analytics,AMER,United States,Automotive,Mid-Market,3300,66000000,Active,2021-09-20,2024-06-09,Customer 360,Jordan Kim,Sarah Johnson
ACC-000630,Catalyst Partners,EMEA,Spain,Financial Services,Mid-Market,500,15500000,Active,2021-09-22,2024-06-13,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000632,Zenith Consulting,AMER,United States,Technology,Mid-Market,700,14000000,Active,2021-09-24,2024-06-17,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000633,Vortex Services,AMER,United States,Retail & E-commerce,Mid-Market,800,16000000,Active,2021-09-25,2024-06-19,Risk & Compliance,Emery Young,David Thompson
ACC-000634,Phoenix Solutions,AMER,Canada,Manufacturing,Mid-Market,900,18000000,Active,2021-09-26,2024-06-21,Operational Analytics,Drew Garcia,Michael Chen
ACC-000635,Titan Analytics,APJ,Australia,Media & Entertainment,Mid-Market,1000,21000000,Active,2021-09-27,2024-06-23,Data Science Platform,Atlas Edwards,Priya Sharma
ACC-000635,Titan Analytics,APJ,Australia,Media & Entertainment,Mid-Market,1000,21000000,Active,2021-09-27,2024-06-23,Data Science Platform,Orion Evans,Hiroshi Tanaka
ACC-000637,Vertex Partners,AMER,United States,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-09-29,2024-06-27,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000637,Vertex Partners,AMER,United States,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-09-29,2024-06-27,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000637,Vertex Partners,AMER,United States,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-09-29,2024-06-27,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000637,Vertex Partners,AMER,United States,Energy & Utilities,Mid-Market,1200,24000000,Active,2021-09-29,2024-06-27,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000638,Apex Associates,EMEA,Sweden,Government & Public Sector,Mid-Market,1300,27500000,Active,2021-09-30,2024-06-29,Real-time Analytics,Rain Carter,James Mueller
ACC-000638,Apex Associates,EMEA,Sweden,Government & Public Sector,Mid-Market,1300,27500000,Active,2021-09-30,2024-06-29,Real-time Analytics,River Scott,Lisa Wang
ACC-000638,Apex Associates,EMEA,Sweden,Government & Public Sector,Mid-Market,1300,27500000,Active,2021-09-30,2024-06-29,Real-time Analytics,Rowan King,Lisa Wang
ACC-000639,Matrix Consulting,APJ,Japan,Education,Mid-Market,1400,25000000,Active,2021-10-01,2024-07-01,Data Engineering,Kai Campbell,Hiroshi Tanaka
ACC-000640,Global Solutions,LATAM,Argentina,Transportation & Logistics,Mid-Market,1500,12000000,New,2021-10-02,2024-07-03,Customer 360,Vale Sanchez,Carlos Silva
ACC-000641,Beta Holdings,EMEA,Germany,Real Estate,Mid-Market,1600,32000000,Churned,2021-10-03,2024-07-05,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000641,Beta Holdings,EMEA,Germany,Real Estate,Mid-Market,1600,32000000,Churned,2021-10-03,2024-07-05,IoT Analytics,Ocean Baker,James Mueller
ACC-000642,Catalyst Analytics,APJ,South Korea,Insurance,Mid-Market,1700,8000000,At Risk,2021-10-04,2024-07-07,Financial Analytics,Atlas Edwards,Priya Sharma
ACC-000642,Catalyst Analytics,APJ,South Korea,Insurance,Mid-Market,1700,8000000,At Risk,2021-10-04,2024-07-07,Financial Analytics,Orion Evans,Hiroshi Tanaka
ACC-000643,Pinnacle Intelligence,LATAM,Argentina,Automotive,Mid-Market,1800,14400000,Active,2021-10-05,2024-07-09,Marketing Analytics,Vale Sanchez,Carlos Silva
ACC-000646,Phoenix Consulting,AMER,United States,Healthcare & Life Sciences,SMB,200,2200000,Active,2021-10-08,2024-07-15,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000647,Titan Services,LATAM,Chile,Technology,SMB,225,960000,Active,2021-10-09,2024-07-17,Data Science Platform,Rio Rogers,Carlos Silva
ACC-000647,Titan Services,LATAM,Chile,Technology,SMB,225,960000,Active,2021-10-09,2024-07-17,Data Science Platform,Cruz Morris,Carlos Silva
ACC-000649,Vertex Analytics,APJ,South Korea,Manufacturing,SMB,275,700000,Active,2021-10-11,2024-07-21,Machine Learning & AI,Atlas Edwards,Priya Sharma
ACC-000649,Vertex Analytics,APJ,South Korea,Manufacturing,SMB,275,700000,Active,2021-10-11,2024-07-21,Machine Learning & AI,Orion Evans,Hiroshi Tanaka
ACC-000650,Apex Intelligence,EMEA,Sweden,Media & Entertainment,SMB,300,1550000,Active,2021-10-12,2024-07-23,Real-time Analytics,Rain Carter,James Mueller
ACC-000650,Apex Intelligence,EMEA,Sweden,Media & Entertainment,SMB,300,1550000,Active,2021-10-12,2024-07-23,Real-time Analytics,River Scott,Lisa Wang
ACC-000650,Apex Intelligence,EMEA,Sweden,Media & Entertainment,SMB,300,1550000,Active,2021-10-12,2024-07-23,Real-time Analytics,Rowan King,Lisa Wang
